<freq>|<word_list>
1      | laid dark canoes
1      | dark canoes fancy
1      | canoes fancy laid
1      | fancy laid pleased
1      | laid pleased custom
1      | pleased custom race
1      | custom race embalming
1      | race embalming dead
1      | embalming dead warrior
1      | dead warrior stretched
1      | warrior stretched canoe
1      | stretched canoe left
1      | canoe left floated
1      | left floated starry
1      | floated starry archipelagoes
1      | starry archipelagoes stars
1      | archipelagoes stars isles
1      | stars isles visible
1      | isles visible horizons
1      | visible horizons mild
1      | horizons mild uncontinented
1      | mild uncontinented seas
1      | uncontinented seas interflow
1      | seas interflow blue
1      | interflow blue heavens
1      | blue heavens form
1      | heavens form white
1      | form white breakers
1      | white breakers milky
1      | breakers milky shuddered
1      | milky shuddered thought
1      | shuddered thought buried
1      | thought buried hammock
1      | buried hammock usual
1      | hammock usual sea
1      | usual sea custom
1      | sea custom tossed
1      | custom tossed vile
1      | tossed vile death
1      | vile death devouring
1      | death devouring sharks
1      | devouring sharks desired
1      | sharks desired canoe
1      | desired canoe nantucket
1      | canoe nantucket congenial
1      | nantucket congenial whaleman
1      | congenial whaleman whale
1      | whaleman whale boat
1      | whale boat coffin
1      | boat coffin canoes
1      | coffin canoes keel
1      | canoes keel involved
1      | keel involved uncertain
1      | involved uncertain steering
1      | uncertain steering lee
1      | steering lee adown
1      | lee adown dim
1      | adown dim ages
1      | dim ages strange
1      | ages strange circumstance
1      | strange circumstance aft
1      | circumstance aft carpenter
1      | aft carpenter commanded
1      | carpenter commanded queequeg's
1      | commanded queequeg's bidding
1      | queequeg's bidding include
1      | bidding include heathenish
1      | include heathenish coffin
1      | heathenish coffin coloured
1      | coffin coloured lumber
1      | coloured lumber aboard
1      | lumber aboard long
1      | aboard long previous
1      | long previous voyage
1      | previous voyage cut
1      | voyage cut aboriginal
1      | cut aboriginal groves
1      | aboriginal groves lackaday
1      | groves lackaday islands
1      | lackaday islands dark
1      | islands dark planks
1      | dark planks coffin
1      | planks coffin recommended
1      | coffin recommended sooner
1      | recommended sooner carpenter
1      | sooner carpenter apprised
1      | carpenter apprised order
1      | apprised order rule
1      | order rule forthwith
1      | rule forthwith indifferent
1      | forthwith indifferent promptitude
1      | indifferent promptitude character
1      | promptitude character proceeded
1      | character proceeded forecastle
1      | proceeded forecastle queequeg's
1      | forecastle queequeg's measure
1      | queequeg's measure great
1      | measure great accuracy
1      | great accuracy regularly
1      | accuracy regularly chalking
1      | regularly chalking queequeg's
1      | chalking queequeg's person
1      | queequeg's person shifted
1      | person shifted rule
1      | shifted rule poor
1      | rule poor fellow
1      | poor fellow die
1      | fellow die ejaculated
1      | die ejaculated long
1      | ejaculated long island
1      | island sailor vice
1      | sailor vice bench
1      | vice bench carpenter
1      | bench carpenter convenience
1      | carpenter convenience sake
1      | convenience sake general
1      | sake general reference
1      | general reference transferringly
1      | reference transferringly measured
1      | transferringly measured exact
1      | measured exact length
1      | exact length coffin
1      | length coffin transfer
1      | coffin transfer permanent
1      | transfer permanent cutting
1      | permanent cutting notches
1      | cutting notches extremities
1      | notches extremities marshalled
1      | extremities marshalled planks
1      | marshalled planks tools
1      | planks tools work
1      | tools work nail
1      | work nail driven
1      | nail driven lid
1      | driven lid duly
1      | lid duly planed
1      | duly planed fitted
1      | planed fitted lightly
1      | fitted lightly shouldered
1      | lightly shouldered coffin
1      | shouldered coffin inquiring
1      | coffin inquiring ready
1      | inquiring ready direction
1      | ready direction overhearing
1      | direction overhearing indignant
1      | overhearing indignant humorous
1      | indignant humorous cries
1      | humorous cries people
1      | cries people deck
1      | people deck began
1      | deck began drive
1      | began drive coffin
1      | drive coffin queequeg
1      | coffin queequeg consternation
1      | queequeg consternation commanded
1      | consternation commanded instantly
1      | commanded instantly brought
1      | instantly brought denying
1      | brought denying mortals
1      | denying mortals dying
1      | mortals dying men
1      | dying men tyrannical
1      | men tyrannical shortly
1      | tyrannical shortly trouble
1      | shortly trouble poor
1      | trouble poor fellows
1      | poor fellows indulged
1      | fellows indulged leaning
1      | indulged leaning hammock
1      | leaning hammock queequeg
1      | hammock queequeg long
1      | queequeg long regarded
1      | long regarded coffin
1      | regarded coffin attentive
1      | coffin attentive eye
1      | attentive eye called
1      | eye called harpoon
1      | called harpoon wooden
1      | harpoon wooden stock
1      | wooden stock drawn
1      | stock drawn iron
1      | drawn iron coffin
1      | iron coffin paddles
1      | coffin paddles boat
1      | paddles boat request
1      | boat request biscuits
1      | request biscuits ranged
1      | biscuits ranged sides
1      | ranged sides flask
1      | sides flask fresh
1      | flask fresh water
1      | fresh water head
1      | water head small
1      | head small bag
1      | small bag woody
1      | bag woody earth
1      | woody earth scraped
1      | earth scraped hold
1      | scraped hold foot
1      | hold foot piece
1      | foot piece sail
1      | piece sail cloth
1      | sail cloth rolled
1      | cloth rolled pillow
1      | rolled pillow queequeg
1      | pillow queequeg entreated
1      | queequeg entreated lifted
1      | entreated lifted final
1      | lifted final bed
1      | final bed trial
1      | bed trial comforts
1      | trial comforts lay
1      | comforts lay moving
1      | lay moving minutes
1      | moving minutes told
1      | minutes told bag
1      | told bag bring
1      | bag bring god
